example_id,text,context,true_label,pred_original,pred_normalized,correct_original,correct_normalized,flip_direction,tier,model_type,classifier,input_type,pooling,dataset
40,PHOEBE: That oughta do it.,"RACHEL: Where's Chandler? | PHOEBE: Oh, he needed some time to grieve. | CHANDLER: I'm free! I'm free!",0,0,1,1,0,norm_hurts,tier2,tfidf,svm,text_only,NA,test
41,SHELDON: No. The dark crescent-shaped patterns under your arms conceal it nicely.,LEONARD: How do I look? | SHELDON: Could you be more specific? | LEONARD: Can you tell I'm perspiring a little?,1,0,1,0,1,norm_helps,tier2,tfidf,svm,text_only,NA,test
43,"PENNY: No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.","LEONARD: This isn't so bad. | SHELDON: That's easy for you to say. 
Your chair's not facing the lingerie section. | SHELDON: Boy, that's a lot of panties. | AMY: You guys comfy? This might take a while. | SHELDON: You know, I don't understand why women insist on making a big production out of buying clothes.",1,0,1,0,1,norm_helps,tier2,tfidf,svm,text_only,NA,test
47,RAJ: I did. The guy at the liquor store said this stuff tastes great in coffee.,HOWARD: Do you really think you should be drinking right now? | RAJ: How else am I supposed to talk to the Human Resources lady? | HOWARD: I don't know. Seek professional help?,0,0,1,1,0,norm_hurts,tier2,tfidf,svm,text_only,NA,test
51,"JOEY: I'd love to show ya, but I just tucked her in.",PERSON: Hi Joey. | JOEY: Hey! How you doin'? | PERSON: He has the most amazing Porsche under there!,0,0,1,1,0,norm_hurts,tier2,tfidf,svm,text_only,NA,test
52,"AMY: Saying that while holding a snowflake is a bit heavy-handed, don't you think?","BERNADETTE: Um, no. | AMY: You should get one. | BERNADETTE: What's that? | AMY: It appears to be something preserved between two pieces of acrylic. | PENNY: Oh, it's a snowflake from the North Pole. Leonard gave it to me last year. | BERNADETTE: Oh, God, that is so romantic. | PENNY: Yeah, it was. | BERNADETTE: Leonard's really one of a kind.",1,1,0,1,0,norm_hurts,tier2,tfidf,svm,text_only,NA,test
53,"CHANDLER: Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!","ROSS: Hi Ben, and uh .. | JOEY: I said ""a little bit"" Ross.",1,1,0,1,0,norm_hurts,tier2,tfidf,svm,text_only,NA,test
54,HOWARD: On a dusty highway just outside Bakersfield. Where do you think? On Mars!,"SHELDON: Will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best? | RAJ: I have three words for you: Wrath of Khan. | HOWARD: Thank God, you're here. | LEONARD: What's the emergency? | HOWARD: I got the Mars Rover stuck in a ditch. | SHELDON: Where?",1,0,1,0,1,norm_helps,tier2,tfidf,svm,text_only,NA,test
57,CHANDLER: No thanks Josephine!,"JOEY: Hey Chandler!, come on in we are knitting pot holders.",1,1,0,1,0,norm_hurts,tier2,tfidf,svm,text_only,NA,test
58,"HOWARD: That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?","SHELDON: The audible sigh is a show of exasperation, right? | LEONARD: Right. | SHELDON: Is it about me or the dead pixels? | RAJ: Hey, you're just in time. We made Tex-Mex. | LEONARD: Oh, sounds great. | SHELDON: Oh, Indians making Tex-Mex. | SHELDON: Might as well have had the Chinese pizza. | PERSON: Hey, you.",1,1,0,1,0,norm_hurts,tier2,tfidf,svm,text_only,NA,test
63,"JOEY: Uh, Rachel's here, so good luck man, let me know how it works out.","JOEY: Well, I'm just,if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference! | RACHEL: Joey, do you have a minute? | ROSS: Dude, what am I gonna",1,0,1,0,1,norm_helps,tier2,tfidf,svm,text_only,NA,test
3,"HOWARD: Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""","RAJ: Buzz Lightyear is not real. | HOWARD: No, that's not what I'm talking about. | RAJ: Well, are you talking about when he thought he was real? | HOWARD: No | RAJ: Okay, um... how about ""Crash""? 
Howard ""Crash"" Wolowitz.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,context_text,cls,gold
16,"CHANDLER: If that doesn't keep kids in school, what will?","RACHEL: Two week straight and she hasn't smoked since. | MONICA: So how did you guys meet? | PERSON1: Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class. | PERSON2: And he was my best student. | PERSON1: Yes she was my best teacher.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,gold
17,"CHANDLER: Oh Oh, I am convinced!","RACHEL: What if you could keep the apartment and get the tickets. | JOEY: Done | RACHEL: Let me finish, talking about a bet, winner takes all | JOEY: We could end up with nothing. | PHOEBE: Or you could end up with everything | JOEY: I like that! | MONICA: So what do you say? | CHANDLER: No | MONICA: Just do it!",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,gold
3,"BERNADETTE: Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere.","PENNY: I don't suppose you also brought napkins, clean bowls, utensils and a roll of toilet paper. | BERNADETTE: Right here. | PENNY: You guys are the best. | AMY: What's with the clothes? | PENNY: Well, with all the new stuff I bought for work, I needed to make room in my closet. | AMY: I meant why are they folded? 
But whatever. | AMY: Ooh, what's this? | PENNY: That, believe it or not, is my prom dress.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,test
5,"CHANDLER: Oh my god, you almost gave me a heart attack!","CHANDLER: Okay, I am officially unpacked. Thanks for helping me man. Joey?",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,test
6,JOEY: It's that whole sensitive thing.,"JOEY: It's gonna be worth it. It's a known fact that women love babies, all right? Women love guys who love babies.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,test
12,PENNY: Like Burt and Ernie. You guys even teach me stuff about words and numbers.,"LEONARD: I swear, that man is the most egotistical, insufferable human being I have ever met. | PENNY: Yeah, but you two make such a cute couple.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,context_text,cls,test
17,HOWARD: Why don't you keep that stuff in the bathroom?,"RAJ: That's a great idea. I'm going to get him to sign a Batman as well. | SHELDON: What is it about the word ""unique"" you don't understand? | HOWARD: Damn, paper cut. Nothing worse than a paper cut. | RAJ: Well, obviously you don't remember your circumcision. | SHELDON: There's Neosporin and Band-Aids in my top desk drawer.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,test
36,"BERNADETTE: And I love that I work and do all the cleaning, and you're okay with that.","HOWARD: And I love that you're strong and independent. | BERNADETTE: And yet, I still love when you hold a door for me. | HOWARD: I love that I'm kind of a slob around here, and...
you're okay with that. | BERNADETTE: Uh-huh.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,test
47,RAJ: I did. The guy at the liquor store said this stuff tastes great in coffee.,HOWARD: Do you really think you should be drinking right now? | RAJ: How else am I supposed to talk to the Human Resources lady? | HOWARD: I don't know. Seek professional help?,0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,test
48,PHOEBE: I know but it's so hard! Nothing rhymes with your stupid name!,"RACHEL: Pheebs, that's great! | PHOEBE: Oh, yay! | RACHEL: But y'know umm, Rachel doesn't rhyme with draddle.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,test
53,"CHANDLER: Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!","ROSS: Hi Ben, and uh .. | JOEY: I said ""a little bit"" Ross.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,context_text,cls,test
54,HOWARD: On a dusty highway just outside Bakersfield. Where do you think? On Mars!,"SHELDON: Will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best? | RAJ: I have three words for you: Wrath of Khan. | HOWARD: Thank God, you're here. | LEONARD: What's the emergency? | HOWARD: I got the Mars Rover stuck in a ditch. | SHELDON: Where?",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,context_text,cls,test
65,SHELDON: It's an iCal download. She can put it right in her phone.,"PENNY: Alright, want some French toast? | SHELDON: It's oatmeal day. | PENNY: Tell you what, next French toast day, I'll make you oatmeal. | SHELDON: Dear Lord, are you still going to be here on French toast day? | LEONARD: Morning. | SHELDON: Look, Leonard, Penny made French toast. | LEONARD: Sorry, I haven't given her your schedule yet.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,context_text,cls,test
6,PENNY: I hope I'm a waitress at the Cheesecake Factory for my whole life.,"SHELDON: Ask me why. | LEONARD: Do I have to? | SHELDON: Of course. That's how you move a conversation forward. | LEONARD: Why? | SHELDON: The learning opportunities would be abundant. | SHELDON: Additionally, I like having my belly scratched.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,context_text,mean,gold
7,HOWARD: It's why my people wandered the desert for 40 years. Took that long to walk it off.,PENNY: I don't think I've eaten that much in my entire life.,1,0,1,0,1,norm_helps,tier3,xlmr,logreg,context_text,mean,gold
13,AMY: I'm not saying that you're not fun. You're the most fun person I know.,"AMY: Your flaring nostrils indicate otherwise. | SHELDON: Cluck-cluck-cluck. | AMY: Sheldon, look at me.
I think it's time to face the fact that Leonard is the nucleus of your social group.
Where he goes, the group goes. | SHELDON: Leonard the nucleus? That makes no sense. | SHELDON: I'm the whimsical elf that everyone looks to for a good time.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,context_text,mean,gold
6,JOEY: It's that whole sensitive thing.,"JOEY: It's gonna be worth it. It's a known fact that women love babies, all right? Women love guys who love babies.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,context_text,mean,test
31,"PERSON3: I'm sorry, Sheldon bought a loom and learned how to weave?","PERSON1: Baby, you're not that kind | PERSON1: Don't go breaking my heart | PERSON2: Anybody do ""Walking on Sunshine"" yet? | SHELDON: No | PERSON2: Dibs.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,context_text,mean,test
37,SHELDON: Provided he has already read and is familiar with the reestablishment of the DC multiverse.,"PENNY: Everybody's staring at me. | LEONARD: Don't worry, they're more scared of you than you are of them. | PENNY: Unlikely. | PENNY: Here, what about this one for my nephew? | SHELDON: A superb choice. | PENNY: Oh, great.",0,1,0,0,1,norm_helps,tier3,xlmr,logreg,context_text,mean,test
43,"PENNY: No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.","LEONARD: This isn't so bad. | SHELDON: That's easy for you to say. 
Your chair's not facing the lingerie section. | SHELDON: Boy, that's a lot of panties. | AMY: You guys comfy? This might take a while. | SHELDON: You know, I don't understand why women insist on making a big production out of buying clothes.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,context_text,mean,test
47,RAJ: I did. The guy at the liquor store said this stuff tastes great in coffee.,HOWARD: Do you really think you should be drinking right now? | RAJ: How else am I supposed to talk to the Human Resources lady? | HOWARD: I don't know. Seek professional help?,0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,context_text,mean,test
61,"PERSON: Well, I'm just glad you finally found yourself a keeper.","PERSON: and pump it into his mom's Camry. | PENNY: Yeah, that's great. It's a funny story. Moving on. | PERSON: And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics. | PERSON: What was his name, sweetheart? | PENNY: Curtis, and I'm pretty sure he was joking. | PERSON: I don't know. That petition looked real to me. | PENNY: Yeah, okay, I think this ends the ex-boyfriend portion of our evening.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,context_text,mean,test
0,"PERSON: I don't know. Somebody bigger and... Yeah, sure. Why not you?","RAJ: Stupid Aquaman. | LEONARD: If it makes you feel any better, when I was dating Penny, she used to flip out on me all the time. | PERSON: Whoa. You dated Penny? | LEONARD: She didn't tell you? | PERSON: She told me she dated a guy named Leonard. | PERSON: Who would have thought it was you? | LEONARD: Who else would it be?",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,gold
1,"PERSON: Kind of makes you feel more alive, doesn't it?","HOWARD: but wait to be captured or killed. | PERSON: That's the worst part, the waiting. | HOWARD: All the while knowing that there's a paint pellet out there with your name on it. | PERSON: The big wet ball of death.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,gold
2,"HOWARD: I understand your point, but given a choice, Jews always go with Chinese food.","HOWARD: There's a 39.95 lover's special at P.F. Chang's. | HOWARD: Egg rolls, dumplings, bottomless wok, and you get your picture taken on the big marble horse out front. | SHELDON: Given that Saint Valentine was a third century Roman priest who was stoned and beheaded, wouldn't a more appropriate celebration of the evening be taking one's steady gal to witness a brutal murder?",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,gold
3,"HOWARD: Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""","RAJ: Buzz Lightyear is not real. | HOWARD: No, that's not what I'm talking about. | RAJ: Well, are you talking about when he thought he was real? | HOWARD: No | RAJ: Okay, um... how about ""Crash""? 
Howard ""Crash"" Wolowitz.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,gold
8,"RAJ: Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.","LEONARD: Do you really need the Honorary Justice League of American membership card? | SHELDON: It's been in every wallet I've owned since I was five. | LEONARD: Why? | SHELDON: It says, ""Keep this on your person at all times."" | SHELDON: It's right here under Batman's signature. | RAJ: and this is Leonard and Sheldon's apartment. | HOWARD: Guess whose parents just got broadband.",0,1,0,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,gold
13,AMY: I'm not saying that you're not fun. You're the most fun person I know.,"AMY: Your flaring nostrils indicate otherwise. | SHELDON: Cluck-cluck-cluck. | AMY: Sheldon, look at me.
I think it's time to face the fact that Leonard is the nucleus of your social group.
Where he goes, the group goes. | SHELDON: Leonard the nucleus? That makes no sense. | SHELDON: I'm the whimsical elf that everyone looks to for a good time.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,gold
15,CHANDLER: Yeah either that or gloria estefan was right eventually the rhythm is going to get you,"JOEY: Oh Mommy, Oh Daddy, I am a big ol Baddy. | ROSS: I guess he must have gotten the part in the play.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,gold
16,"CHANDLER: If that doesn't keep kids in school, what will?","RACHEL: Two week straight and she hasn't smoked since. | MONICA: So how did you guys meet? | PERSON1: Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class. | PERSON2: And he was my best student. | PERSON1: Yes she was my best teacher.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,gold
17,"CHANDLER: Oh Oh, I am convinced!","RACHEL: What if you could keep the apartment and get the tickets. | JOEY: Done | RACHEL: Let me finish, talking about a bet, winner takes all | JOEY: We could end up with nothing. | PHOEBE: Or you could end up with everything | JOEY: I like that! | MONICA: So what do you say? | CHANDLER: No | MONICA: Just do it!",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,gold
20,"CHANDLER: Oh I see, I thought you just really really liked your new couch.","ROSS: Look I drew a sketch of how we are gonna do it ok? Rach, that's you, that's the couch | RACHEL: What's that? | ROSS: Oh, that's me. | RACHEL: Wow! Certainly think a lot of yourself. | ROSS: No, that's my arm.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,gold
21,"CHANDLER: Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.","JOEY: Oh no no, that's the beauty of it, it goes with everything. You put this on, you are good to go! | CHANDLER: Hell I have never been good to go, so, what the hell why not try some jewellery huh? | JOEY: Oh man! You are so wearing that bracelet! | CHANDLER: I so am | JOEY: You have any idea what this will do to your sex life?",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,gold
25,MONICA: You had no relationship!!,"RACHEL: I just saw Danny getting on the subway with a girl and he had his arm around her. | MONICA: Oh, honey, I'm sorry. | RACHEL: Well, you should be, this is all your fault! You meddled in our relationship!!",0,1,0,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,gold
0,"CHANDLER: Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!",JOEY: Helo! Anybody in there order a celebrity? | PERSON: What was that? | CHANDLER: Oh he is just a crazy guy who roams the halls here. He is great with kids though! | PERSON: Is he alright out there by himself?,0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,test
6,JOEY: It's that whole sensitive thing.,"JOEY: It's gonna be worth it. It's a known fact that women love babies, all right? Women love guys who love babies.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,test
7,"CHANDLER: And then and then you clicked it again, she's dressed. She is a business woman, she is walking down the street and oh oh oh she's naked.","RACHEL: Did you have fun at the bachelor's party last night? | CHANDLER: Oh yeah, look what I got, she is fully dressed right. And then you click it and oh oh she naked.",0,1,0,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,test
12,PENNY: Like Burt and Ernie. You guys even teach me stuff about words and numbers.,"LEONARD: I swear, that man is the most egotistical, insufferable human being I have ever met. | PENNY: Yeah, but you two make such a cute couple.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,test
13,"PERSON: Take your shirt off, and let's see what we're dealing with here.  What are you doing?",ROSS: Just your run-of-the-mill third nipple. You can take it off. Just slice that baby right off!,0,1,0,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,test
14,ROSS: We- we had our first fight this morning.,MONICA: Do you always have to bring him here? | ROSS: I didn't wanna leave him alone. Alright?,0,1,0,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,test
17,HOWARD: Why don't you keep that stuff in the bathroom?,"RAJ: That's a great idea. I'm going to get him to sign a Batman as well. | SHELDON: What is it about the word ""unique"" you don't understand? | HOWARD: Damn, paper cut. Nothing worse than a paper cut. | RAJ: Well, obviously you don't remember your circumcision. | SHELDON: There's Neosporin and Band-Aids in my top desk drawer.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,test
36,"BERNADETTE: And I love that I work and do all the cleaning, and you're okay with that.","HOWARD: And I love that you're strong and independent. | BERNADETTE: And yet, I still love when you hold a door for me. | HOWARD: I love that I'm kind of a slob around here, and...
you're okay with that. | BERNADETTE: Uh-huh.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,test
39,DOROTHY: Show them your slides of Hawaii,"ROSE: Wait donÕt leave me, what will I do if they come back?",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,test
44,"PHOEBE: Yeah. Yeah, that's what you need a good .. pill.","PHOEBE: Yeah. | RACHEL: I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,test
53,"CHANDLER: Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!","ROSS: Hi Ben, and uh .. | JOEY: I said ""a little bit"" Ross.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,test
58,"HOWARD: That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?","SHELDON: The audible sigh is a show of exasperation, right? | LEONARD: Right. | SHELDON: Is it about me or the dead pixels? | RAJ: Hey, you're just in time. We made Tex-Mex. | LEONARD: Oh, sounds great. | SHELDON: Oh, Indians making Tex-Mex. | SHELDON: Might as well have had the Chinese pizza. | PERSON: Hey, you.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,cls,test
63,"JOEY: Uh, Rachel's here, so good luck man, let me know how it works out.","JOEY: Well, I'm just,if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference! | RACHEL: Joey, do you have a minute? | ROSS: Dude, what am I gonna",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,cls,test
0,"PERSON: I don't know. Somebody bigger and... Yeah, sure. Why not you?","RAJ: Stupid Aquaman. | LEONARD: If it makes you feel any better, when I was dating Penny, she used to flip out on me all the time. | PERSON: Whoa. You dated Penny? | LEONARD: She didn't tell you? | PERSON: She told me she dated a guy named Leonard. | PERSON: Who would have thought it was you? | LEONARD: Who else would it be?",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,gold
5,"LEONARD: Also instead of just living in your mother's house, you could actually live inside her body.","SHELDON: Wrong. Leonard? | LEONARD: Horse, but mostly just for the height. | LEONARD: A little bit for the genital girth. | SHELDON: Wrong, and let's keep it clean, shall we? | HOWARD: Kangaroo, uh, I'd be Kanga-Jew. | HOWARD: The first of my people to dunk a basketball.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,mean,gold
6,PENNY: I hope I'm a waitress at the Cheesecake Factory for my whole life.,"SHELDON: Ask me why. | LEONARD: Do I have to? | SHELDON: Of course. That's how you move a conversation forward. | LEONARD: Why? | SHELDON: The learning opportunities would be abundant. | SHELDON: Additionally, I like having my belly scratched.",1,1,0,1,0,norm_hurts,tier3,xlmr,logreg,text_only,mean,gold
7,HOWARD: It's why my people wandered the desert for 40 years. Took that long to walk it off.,PENNY: I don't think I've eaten that much in my entire life.,1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,gold
9,LEONARD: Don't you think looking for a new city to live in is a bit of an overreaction?,SHELDON: My new computer came with Windows 7. | SHELDON: Windows 7 is much more use r- friendly than Windows Vista. | SHELDON: I don't like that.,0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,mean,gold
14,"CHANDLER: Uh, so how many cameras are actually on you.","PERSON1: Where's Monica? | MONICA: Over here Dad | PERSON2: How to you zoom out? There she is | JOEY: Some girl ate Monica | MONICA: Shut up, the camera adds 10 pounds.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,gold
17,"CHANDLER: Oh Oh, I am convinced!","RACHEL: What if you could keep the apartment and get the tickets. | JOEY: Done | RACHEL: Let me finish, talking about a bet, winner takes all | JOEY: We could end up with nothing. | PHOEBE: Or you could end up with everything | JOEY: I like that! | MONICA: So what do you say? | CHANDLER: No | MONICA: Just do it!",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,gold
19,CHANDLER: Oh tons. I am quite the woodsman.,"CHANDLER: Okay, lets find these birds. | JOEY: Wait wait, you hear that? There are in the table? | CHANDLER: That can't be good | JOEY: We have to get them out of there | CHANDLER: how? | JOEY: Maybe we can lure them out, you know of any bird calls?",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,gold
21,"CHANDLER: Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.","JOEY: Oh no no, that's the beauty of it, it goes with everything. You put this on, you are good to go! | CHANDLER: Hell I have never been good to go, so, what the hell why not try some jewellery huh? | JOEY: Oh man! You are so wearing that bracelet! | CHANDLER: I so am | JOEY: You have any idea what this will do to your sex life?",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,gold
3,"BERNADETTE: Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere.","PENNY: I don't suppose you also brought napkins, clean bowls, utensils and a roll of toilet paper. | BERNADETTE: Right here. | PENNY: You guys are the best. | AMY: What's with the clothes? | PENNY: Well, with all the new stuff I bought for work, I needed to make room in my closet. | AMY: I meant why are they folded? 
But whatever. | AMY: Ooh, what's this? | PENNY: That, believe it or not, is my prom dress.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,test
6,JOEY: It's that whole sensitive thing.,"JOEY: It's gonna be worth it. It's a known fact that women love babies, all right? Women love guys who love babies.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,mean,test
14,ROSS: We- we had our first fight this morning.,MONICA: Do you always have to bring him here? | ROSS: I didn't wanna leave him alone. Alright?,0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,mean,test
17,HOWARD: Why don't you keep that stuff in the bathroom?,"RAJ: That's a great idea. I'm going to get him to sign a Batman as well. | SHELDON: What is it about the word ""unique"" you don't understand? | HOWARD: Damn, paper cut. Nothing worse than a paper cut. | RAJ: Well, obviously you don't remember your circumcision. | SHELDON: There's Neosporin and Band-Aids in my top desk drawer.",0,1,0,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,test
35,LEONARD: And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,"LEONARD: But if someday you decide you want to get married, you have to propose to me. | PENNY: Really? | LEONARD: Yes. It's all on you. | LEONARD: But I got to tell you, when the time comes, I want the whole nine yards. | LEONARD: I want you down on one knee, flowers.
I want to be swept off my feet. | PENNY: Yeah, you got it.",0,1,0,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,test
47,RAJ: I did. The guy at the liquor store said this stuff tastes great in coffee.,HOWARD: Do you really think you should be drinking right now? | RAJ: How else am I supposed to talk to the Human Resources lady? | HOWARD: I don't know. Seek professional help?,0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,mean,test
50,"JOEY: It's white plastic, with a handle, and it fits onto a stroller.","CHANDLER: I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus. | JOEY: Hi, here's the deal. We lost a carseat on a bus today.",0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,mean,test
51,"JOEY: I'd love to show ya, but I just tucked her in.",PERSON: Hi Joey. | JOEY: Hey! How you doin'? | PERSON: He has the most amazing Porsche under there!,0,0,1,1,0,norm_hurts,tier3,xlmr,logreg,text_only,mean,test
53,"CHANDLER: Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!","ROSS: Hi Ben, and uh .. | JOEY: I said ""a little bit"" Ross.",1,0,1,0,1,norm_helps,tier3,xlmr,logreg,text_only,mean,test
